region,canal,metodo_pago,ticket,dias_entrega,satisfaccion
Lima,Web,Tarjeta,235.45,2.0,3.0
Norte,Web,Tarjeta,223.82,6.0,4.0
Norte,App,Tarjeta,60.29,2.0,4.0
Lima,Web,Billetera digital,145.11,1.0,4.0
Lima,Web,Tarjeta,442.95,3.0,3.0
Lima,Web,Billetera digital,172.41,2.0,5.0
Norte,Web,Tarjeta,307.89,4.0,3.0
Sur,App,Tarjeta,157.66,5.0,5.0
Lima,App,Tarjeta,290.82,2.0,4.0
Norte,App,Tarjeta,111.06,2.0,3.0
Sur,Web,Contra entrega,202.25,5.0,4.0
Lima,Web,Billetera digital,71.31,1.0,5.0
Sur,Web,Contra entrega,136.89,3.0,5.0
Lima,Web,Tarjeta,236.01,2.0,5.0
Sur,Web,Contra entrega,337.42,3.0,4.0
Norte,Web,Contra entrega,274.99,2.0,3.0
Norte,Web,Billetera digital,101.62,3.0,4.0
Lima,App,Tarjeta,347.45,2.0,5.0
Centro,Web,Billetera digital,78.55,5.0,4.0
Lima,Web,Billetera digital,150.05,3.0,5.0
Lima,App,Billetera digital,170.11,2.0,5.0
Centro,Web,Tarjeta,155.14,3.0,4.0
Lima,App,Billetera digital,113.8,2.0,4.0
Centro,Web,Contra entrega,171.49,5.0,4.0
Lima,App,Tarjeta,138.46,2.0,3.0
Centro,App,Billetera digital,93.46,3.0,3.0
Lima,Web,Tarjeta,129.42,3.0,5.0
Centro,App,Billetera digital,169.27,3.0,4.0
Lima,App,Billetera digital,123.45,3.0,4.0
Norte,App,Contra entrega,63.99,1.0,5.0
Sur,Web,Tarjeta,167.26,2.0,5.0
Lima,App,Contra entrega,262.68,2.0,4.0
Lima,Web,Billetera digital,277.81,3.0,4.0
Lima,App,Billetera digital,93.79,3.0,3.0
Norte,Web,Billetera digital,115.95,1.0,5.0
Lima,App,Billetera digital,167.52,1.0,5.0
Lima,App,Billetera digital,469.47,2.0,3.0
Norte,Web,Billetera digital,47.78,4.0,4.0
Norte,App,Contra entrega,77.08,2.0,4.0
Sur,App,Tarjeta,289.22,5.0,3.0
Lima,App,Tarjeta,138.79,3.0,3.0
Norte,Web,Billetera digital,255.02,3.0,3.0
Sur,App,Billetera digital,170.84,11.0,2.0
Norte,App,Billetera digital,171.28,4.0,4.0
Sur,Web,Tarjeta,55.58,4.0,4.0
Lima,App,Billetera digital,99.45,2.0,4.0
Norte,Web,Contra entrega,235.87,4.0,4.0
Lima,App,Tarjeta,129.17,2.0,5.0
Lima,Web,Billetera digital,119.17,1.0,5.0
Norte,App,Contra entrega,59.24,2.0,2.0
Lima,App,Billetera digital,72.28,3.0,4.0
Lima,App,Billetera digital,118.87,2.0,5.0
Lima,Web,Billetera digital,167.71,3.0,3.0
Lima,App,Billetera digital,82.79,2.0,4.0
Sur,Web,Billetera digital,140.69,7.0,1.0
Lima,Web,Contra entrega,157.07,2.0,5.0
Norte,App,Tarjeta,208.3,5.0,4.0
Centro,Web,Contra entrega,91.52,4.0,4.0
Lima,App,Billetera digital,129.28,2.0,5.0
Lima,Web,Contra entrega,210.56,3.0,4.0
Norte,Web,Tarjeta,197.59,3.0,3.0
Lima,Web,Tarjeta,364.27,2.0,4.0
Norte,App,Tarjeta,307.07,2.0,4.0
Lima,App,Billetera digital,122.37,2.0,4.0
Oriente,Web,Contra entrega,177.61,5.0,4.0
Oriente,App,Contra entrega,114.9,4.0,5.0
Lima,Web,Tarjeta,63.0,2.0,4.0
Lima,Web,Contra entrega,111.06,1.0,4.0
Sur,App,Contra entrega,174.68,3.0,4.0
Norte,App,Contra entrega,103.24,8.0,3.0
Oriente,Web,Tarjeta,153.85,4.0,4.0
Centro,App,Billetera digital,172.42,5.0,4.0
Centro,Web,Tarjeta,62.88,3.0,4.0
Norte,Web,Tarjeta,85.86,3.0,5.0
Norte,Web,Billetera digital,148.05,4.0,4.0
Lima,Web,Tarjeta,119.63,2.0,4.0
Centro,Web,Contra entrega,184.26,3.0,5.0
Lima,Web,Tarjeta,110.49,2.0,4.0
Sur,App,Billetera digital,54.82,1.0,4.0
Lima,App,Tarjeta,136.8,2.0,4.0
Centro,App,Tarjeta,100.46,4.0,4.0
Norte,App,Billetera digital,116.89,3.0,3.0
Norte,Web,Tarjeta,139.07,3.0,5.0
Norte,App,Billetera digital,105.54,4.0,4.0
Lima,Web,Billetera digital,181.46,1.0,5.0
Norte,App,Billetera digital,321.06,8.0,1.0
Lima,App,Billetera digital,91.24,3.0,5.0
Norte,Web,Tarjeta,180.25,3.0,3.0
Sur,App,Contra entrega,86.17,6.0,3.0
Lima,Web,Billetera digital,168.71,2.0,3.0
Lima,Web,Billetera digital,272.42,1.0,5.0
Norte,App,Contra entrega,215.52,4.0,4.0
Lima,App,Tarjeta,384.42,2.0,5.0
Lima,App,Tarjeta,97.77,2.0,4.0
Sur,App,Billetera digital,135.04,2.0,4.0
Centro,App,Billetera digital,106.2,1.0,4.0
Sur,Web,Billetera digital,81.52,4.0,4.0
Sur,Web,Tarjeta,97.7,3.0,3.0
Norte,Web,Tarjeta,147.03,5.0,4.0
Centro,App,Billetera digital,95.95,5.0,4.0
Oriente,App,Billetera digital,100.9,5.0,4.0
Norte,App,Tarjeta,124.56,3.0,4.0
Sur,Web,Contra entrega,423.84,3.0,5.0
Lima,App,Contra entrega,238.96,2.0,5.0
Sur,App,Contra entrega,155.15,4.0,4.0
Sur,App,Tarjeta,99.84,4.0,5.0
Sur,Web,Contra entrega,100.46,2.0,5.0
Oriente,Web,Contra entrega,294.41,4.0,4.0
Centro,Web,Tarjeta,273.52,5.0,4.0
Lima,Web,Billetera digital,242.6,1.0,
Norte,Web,Billetera digital,306.32,2.0,5.0
Norte,Web,Tarjeta,129.49,1.0,5.0
Lima,Web,Billetera digital,82.97,2.0,3.0
Centro,App,Tarjeta,50.91,5.0,4.0
Oriente,Web,Contra entrega,216.13,10.0,3.0
Lima,Web,Billetera digital,81.34,1.0,4.0
Lima,Web,Billetera digital,137.65,2.0,4.0
Oriente,Web,Tarjeta,153.84,9.0,2.0
Lima,Web,Tarjeta,171.08,1.0,4.0
Lima,Web,Tarjeta,55.17,2.0,3.0
Lima,App,Contra entrega,72.46,1.0,4.0
Centro,App,Contra entrega,155.35,2.0,5.0
Lima,Web,Tarjeta,266.93,2.0,4.0
Sur,App,Billetera digital,253.28,5.0,3.0
Lima,App,Billetera digital,69.94,1.0,5.0
Lima,App,Billetera digital,108.84,2.0,4.0
Sur,App,Contra entrega,103.36,3.0,5.0
Sur,Web,Tarjeta,109.36,8.0,4.0
Lima,App,Billetera digital,98.66,3.0,4.0
Lima,App,Billetera digital,93.86,1.0,5.0
Lima,App,Tarjeta,129.91,2.0,5.0
Norte,Web,Billetera digital,98.74,5.0,5.0
Norte,App,Contra entrega,135.1,3.0,3.0
Sur,App,Tarjeta,43.69,6.0,3.0
Lima,Web,Tarjeta,98.31,2.0,4.0
Norte,App,Billetera digital,292.84,5.0,3.0
Lima,Web,Billetera digital,144.1,1.0,3.0
Lima,App,Tarjeta,159.39,1.0,5.0
Lima,Web,Tarjeta,130.5,2.0,5.0
Lima,App,Billetera digital,238.32,3.0,3.0
Lima,Web,Tarjeta,89.27,4.0,3.0
Lima,Web,Billetera digital,317.71,2.0,4.0
Lima,App,Billetera digital,187.33,4.0,5.0
Oriente,Web,Contra entrega,138.47,5.0,3.0
Centro,Web,Billetera digital,87.4,6.0,
Sur,Web,Billetera digital,175.94,1.0,5.0
Lima,Web,Tarjeta,183.81,2.0,4.0
Lima,App,Billetera digital,55.17,2.0,4.0
Norte,App,Billetera digital,136.57,6.0,3.0
Lima,Web,Billetera digital,199.02,2.0,4.0
Lima,Web,Contra entrega,130.91,1.0,4.0
Lima,App,Contra entrega,87.52,1.0,5.0
Lima,App,Billetera digital,75.26,1.0,5.0
Lima,App,Billetera digital,281.36,1.0,5.0
Centro,App,Billetera digital,105.68,3.0,5.0
Lima,App,Tarjeta,227.05,2.0,5.0
Sur,App,Tarjeta,43.58,3.0,4.0
Sur,App,Billetera digital,72.29,1.0,5.0
Norte,App,Tarjeta,268.55,3.0,4.0
Lima,App,Tarjeta,46.32,2.0,5.0
Lima,App,Billetera digital,117.72,1.0,4.0
Sur,App,Billetera digital,227.61,3.0,3.0
Lima,Web,Billetera digital,114.89,2.0,5.0
Lima,Web,Billetera digital,231.31,1.0,5.0
Norte,Web,Billetera digital,54.9,2.0,4.0
Oriente,Web,Contra entrega,82.01,6.0,4.0
Sur,Web,Tarjeta,90.83,4.0,3.0
Lima,App,Billetera digital,182.85,2.0,4.0
Centro,Web,Tarjeta,216.62,7.0,3.0
Centro,App,Contra entrega,215.43,6.0,3.0
Norte,Web,Tarjeta,268.44,1.0,5.0
Lima,App,Billetera digital,195.77,3.0,3.0
Lima,App,Contra entrega,181.75,1.0,5.0
Sur,Web,Tarjeta,102.83,5.0,4.0
Lima,Web,Tarjeta,124.06,1.0,5.0
Lima,App,Tarjeta,46.86,1.0,4.0
Norte,App,Billetera digital,83.16,2.0,5.0
Norte,App,Contra entrega,51.27,3.0,4.0
Oriente,Web,Contra entrega,149.44,8.0,3.0
Lima,Web,Billetera digital,243.78,1.0,5.0
Norte,App,Billetera digital,307.36,3.0,4.0
Norte,App,Tarjeta,53.57,3.0,3.0
Norte,App,Billetera digital,142.61,2.0,3.0
Norte,App,Billetera digital,333.63,3.0,2.0
Sur,Web,Billetera digital,181.35,2.0,4.0
Oriente,Web,Tarjeta,41.37,6.0,4.0
Lima,Web,Tarjeta,53.21,4.0,4.0
Lima,Web,Contra entrega,387.04,2.0,3.0
Lima,Web,Tarjeta,94.82,2.0,5.0
Lima,App,Billetera digital,712.89,3.0,5.0
Sur,Web,Contra entrega,69.78,8.0,3.0
Lima,Web,Billetera digital,232.31,2.0,3.0
Norte,Web,Billetera digital,50.16,5.0,3.0
Sur,Web,Tarjeta,216.07,2.0,5.0
Lima,Web,Contra entrega,182.37,4.0,4.0
Norte,App,Contra entrega,417.57,3.0,5.0
Norte,Web,Contra entrega,59.5,2.0,4.0
Lima,Web,Billetera digital,264.17,1.0,4.0
Lima,Web,Billetera digital,89.61,2.0,5.0
Centro,Web,Billetera digital,171.04,3.0,5.0
Norte,Web,Billetera digital,100.5,2.0,3.0
Lima,App,Contra entrega,143.24,4.0,4.0
Lima,App,Tarjeta,152.69,1.0,4.0
Lima,App,Billetera digital,66.36,2.0,4.0
Lima,Web,Billetera digital,334.33,2.0,5.0
Norte,Web,Billetera digital,72.82,2.0,4.0
Lima,Web,Tarjeta,265.06,1.0,4.0
Sur,Web,Billetera digital,121.09,2.0,5.0
Lima,Web,Tarjeta,113.23,2.0,5.0
Norte,Web,Tarjeta,314.53,3.0,3.0
Lima,App,Tarjeta,65.46,1.0,5.0
Lima,App,Tarjeta,98.82,2.0,5.0
Centro,Web,Tarjeta,222.79,2.0,5.0
Lima,Web,Billetera digital,117.3,1.0,4.0
Oriente,App,Billetera digital,116.82,5.0,3.0
Lima,Web,Tarjeta,124.85,1.0,3.0
Sur,Web,Tarjeta,50.26,3.0,3.0
Oriente,Web,Contra entrega,147.1,4.0,4.0
Norte,Web,Billetera digital,65.68,2.0,3.0
Norte,App,Billetera digital,157.0,4.0,2.0
Norte,Web,Contra entrega,108.3,1.0,5.0
Lima,Web,Billetera digital,97.59,2.0,5.0
Sur,Web,Contra entrega,139.63,8.0,4.0
Sur,App,Contra entrega,157.25,5.0,5.0
Centro,Web,Contra entrega,141.11,3.0,4.0
Sur,Web,Billetera digital,213.3,5.0,4.0
Lima,App,Billetera digital,130.86,1.0,4.0
Lima,App,Billetera digital,186.11,3.0,3.0
Lima,Web,Billetera digital,96.68,1.0,4.0
Sur,Web,Billetera digital,52.74,7.0,2.0
Lima,Web,Billetera digital,178.8,1.0,5.0
Sur,Web,Contra entrega,75.9,2.0,5.0
Norte,Web,Tarjeta,84.29,4.0,4.0
Norte,App,Billetera digital,194.12,3.0,4.0
Norte,Web,Contra entrega,102.16,3.0,4.0
Centro,App,Contra entrega,213.96,3.0,3.0
Oriente,Web,Contra entrega,359.83,7.0,2.0
Lima,Web,Billetera digital,165.68,1.0,5.0
Centro,App,Billetera digital,156.7,4.0,4.0
Oriente,Web,Contra entrega,944.41,3.0,3.0
Lima,App,Billetera digital,405.75,2.0,5.0
Lima,Web,Tarjeta,55.14,3.0,4.0
Lima,App,Tarjeta,209.44,3.0,3.0
Lima,Web,Tarjeta,77.88,1.0,5.0
Norte,Web,Billetera digital,107.55,2.0,4.0
Norte,Web,Billetera digital,69.75,3.0,4.0
Lima,App,Billetera digital,198.94,1.0,2.0
Lima,App,Tarjeta,178.8,2.0,5.0
Lima,App,Tarjeta,128.33,4.0,3.0
Sur,App,Contra entrega,86.68,5.0,4.0
Norte,Web,Tarjeta,168.76,3.0,4.0
Lima,Web,Billetera digital,118.21,1.0,5.0
Norte,App,Tarjeta,110.67,7.0,5.0
Lima,App,Billetera digital,123.41,2.0,5.0
Sur,Web,Tarjeta,456.23,2.0,4.0
Lima,Web,Billetera digital,79.2,1.0,5.0
Norte,App,Tarjeta,147.76,1.0,4.0
Lima,Web,Billetera digital,73.91,1.0,5.0
Sur,App,Billetera digital,421.21,4.0,3.0
Centro,Web,Billetera digital,150.14,3.0,3.0
Lima,App,Billetera digital,177.18,3.0,4.0
Sur,App,Billetera digital,159.02,5.0,5.0
Lima,Web,Tarjeta,32.26,3.0,4.0
Lima,App,Tarjeta,291.39,1.0,5.0
Lima,App,Tarjeta,113.39,4.0,5.0
Sur,Web,Tarjeta,115.54,3.0,5.0
Centro,Web,Contra entrega,128.63,3.0,4.0
Lima,Web,Tarjeta,327.13,1.0,5.0
Lima,Web,Contra entrega,263.41,1.0,5.0
Norte,App,Billetera digital,170.73,5.0,
Lima,Web,Tarjeta,240.53,1.0,4.0
Centro,App,Contra entrega,211.66,2.0,4.0
Norte,Web,Billetera digital,80.98,4.0,5.0
Sur,Web,Tarjeta,85.8,3.0,4.0
Norte,Web,Contra entrega,298.41,2.0,5.0
Norte,App,Tarjeta,107.52,2.0,5.0
Sur,Web,Tarjeta,226.17,2.0,4.0
Oriente,Web,Billetera digital,110.11,2.0,5.0
Sur,Web,Billetera digital,111.33,3.0,3.0
Sur,Web,Billetera digital,127.98,2.0,
Sur,Web,Billetera digital,84.82,7.0,3.0
Norte,Web,Tarjeta,335.7,7.0,3.0
Centro,Web,Contra entrega,50.41,3.0,2.0
Lima,Web,Tarjeta,144.01,4.0,4.0
Norte,App,Billetera digital,45.79,8.0,3.0
Centro,Web,Billetera digital,115.6,4.0,3.0
Lima,App,Contra entrega,256.41,2.0,4.0
Lima,Web,Billetera digital,57.75,1.0,4.0
Lima,App,Tarjeta,139.65,3.0,4.0
Centro,App,Contra entrega,298.2,5.0,3.0
Lima,Web,Billetera digital,129.16,1.0,5.0
Lima,Web,Billetera digital,69.64,1.0,5.0
Lima,Web,Billetera digital,145.22,2.0,5.0
Oriente,App,Contra entrega,208.32,9.0,2.0
Sur,Web,Billetera digital,74.07,3.0,3.0
Norte,Web,Tarjeta,149.61,3.0,4.0
Sur,Web,Tarjeta,338.51,2.0,4.0
Norte,App,Tarjeta,93.98,6.0,3.0
Centro,App,Contra entrega,172.98,4.0,3.0
Lima,App,Tarjeta,88.75,1.0,3.0
Centro,Web,Contra entrega,172.34,3.0,5.0
Lima,App,Billetera digital,83.65,1.0,5.0
Lima,Web,Billetera digital,68.55,2.0,4.0
Centro,Web,Contra entrega,122.9,2.0,5.0
Lima,Web,Billetera digital,140.44,1.0,4.0
Lima,App,Contra entrega,341.31,1.0,5.0
Lima,App,Billetera digital,66.41,1.0,5.0
Centro,Web,Tarjeta,108.84,1.0,4.0
Centro,Web,Contra entrega,155.85,9.0,4.0
Sur,Web,Tarjeta,124.15,5.0,4.0
Sur,App,Billetera digital,253.56,3.0,5.0
Centro,Web,Billetera digital,104.41,5.0,
Lima,Web,Tarjeta,94.1,2.0,4.0
Norte,Web,Billetera digital,120.45,5.0,3.0
Sur,App,Tarjeta,122.99,1.0,5.0
Centro,Web,Tarjeta,74.39,2.0,5.0
Sur,App,Tarjeta,84.58,3.0,5.0
Lima,App,Billetera digital,84.99,2.0,5.0
Sur,Web,Contra entrega,329.62,4.0,4.0
Sur,App,Billetera digital,179.85,2.0,5.0
Lima,Web,Tarjeta,72.87,2.0,5.0
Lima,App,Tarjeta,136.95,2.0,3.0
Norte,Web,Tarjeta,126.74,3.0,5.0
Centro,App,Tarjeta,80.65,4.0,4.0
Lima,Web,Tarjeta,104.61,1.0,5.0
Norte,App,Contra entrega,104.23,2.0,3.0
Norte,Web,Billetera digital,174.85,7.0,4.0
Sur,Web,Contra entrega,110.84,5.0,3.0
Lima,App,Billetera digital,112.07,1.0,4.0
Lima,App,Contra entrega,115.25,4.0,4.0
Centro,App,Contra entrega,122.16,4.0,3.0
Lima,Web,Billetera digital,185.78,1.0,4.0
Oriente,App,Billetera digital,140.15,3.0,3.0
Lima,App,Tarjeta,108.76,1.0,4.0
Lima,Web,Tarjeta,93.04,3.0,5.0
Lima,Web,Billetera digital,197.7,2.0,4.0
Lima,Web,Tarjeta,90.82,2.0,5.0
Sur,Web,Contra entrega,101.84,5.0,4.0
Sur,Web,Contra entrega,58.11,3.0,4.0
Lima,App,Tarjeta,88.12,2.0,5.0
Lima,App,Billetera digital,104.09,1.0,5.0
Sur,Web,Contra entrega,105.06,3.0,2.0
Oriente,App,Contra entrega,135.46,2.0,4.0
Lima,Web,Tarjeta,328.63,1.0,5.0
Sur,Web,Tarjeta,154.55,1.0,5.0
Norte,App,Contra entrega,94.34,3.0,5.0
Lima,Web,Billetera digital,47.58,2.0,5.0
Lima,Web,Tarjeta,289.45,2.0,4.0
Sur,App,Billetera digital,174.0,2.0,4.0
Centro,App,Tarjeta,142.66,3.0,5.0
Norte,App,Tarjeta,81.55,1.0,5.0
Norte,Web,Tarjeta,92.65,2.0,5.0
Norte,App,Billetera digital,83.6,4.0,5.0
Lima,Web,Billetera digital,84.86,1.0,3.0
Norte,App,Billetera digital,31.61,4.0,2.0
Lima,Web,Tarjeta,512.9,2.0,5.0
Lima,Web,Tarjeta,173.89,2.0,4.0
Lima,App,Tarjeta,262.74,2.0,5.0
Norte,Web,Billetera digital,102.75,2.0,5.0
Lima,App,Contra entrega,175.82,2.0,
Oriente,Web,Contra entrega,135.23,8.0,3.0
Lima,Web,Billetera digital,112.82,1.0,5.0
Norte,App,Billetera digital,72.85,5.0,4.0
Norte,Web,Tarjeta,65.14,2.0,5.0
Lima,App,Tarjeta,253.57,1.0,5.0
Norte,Web,Tarjeta,301.99,4.0,4.0
Lima,Web,Billetera digital,192.85,1.0,5.0
Lima,App,Billetera digital,84.63,2.0,2.0
Norte,App,Contra entrega,62.27,5.0,4.0
Norte,Web,Billetera digital,64.58,2.0,5.0
Norte,Web,Billetera digital,300.49,5.0,3.0
Centro,App,Billetera digital,355.65,1.0,3.0
Norte,App,Contra entrega,180.51,4.0,5.0
Sur,Web,Billetera digital,244.75,6.0,4.0
Norte,Web,Contra entrega,107.87,3.0,5.0
Norte,Web,Billetera digital,51.84,3.0,3.0
Sur,App,Billetera digital,440.74,4.0,4.0
Norte,Web,Tarjeta,76.59,3.0,4.0
Oriente,Web,Billetera digital,75.59,7.0,3.0
Sur,App,Tarjeta,146.56,2.0,4.0
Centro,App,Billetera digital,201.17,3.0,4.0
Sur,App,Billetera digital,162.25,4.0,4.0
Sur,Web,Tarjeta,369.12,1.0,5.0
Lima,App,Tarjeta,160.99,1.0,4.0
Sur,Web,Tarjeta,64.99,8.0,2.0
Centro,Web,Billetera digital,251.64,2.0,5.0
Lima,App,Tarjeta,81.53,2.0,4.0
Lima,Web,Tarjeta,83.53,2.0,5.0
Lima,Web,Tarjeta,149.28,3.0,4.0
Lima,App,Contra entrega,202.65,2.0,4.0
Lima,App,Contra entrega,75.11,2.0,5.0
Lima,App,Tarjeta,115.19,4.0,4.0
Lima,Web,Tarjeta,120.01,1.0,4.0
Norte,Web,Contra entrega,243.87,4.0,5.0
Lima,App,Billetera digital,105.1,2.0,4.0
Norte,Web,Contra entrega,157.97,2.0,4.0
Centro,App,Tarjeta,130.46,2.0,3.0
Lima,Web,Billetera digital,85.45,2.0,5.0
Lima,App,Tarjeta,82.29,2.0,4.0
Sur,App,Tarjeta,106.72,1.0,5.0
Lima,Web,Billetera digital,203.2,2.0,4.0
Sur,App,Billetera digital,136.56,4.0,2.0
Norte,Web,Contra entrega,100.63,5.0,4.0
Lima,Web,Billetera digital,155.56,1.0,4.0
Sur,App,Tarjeta,102.29,6.0,5.0
Sur,Web,Billetera digital,83.96,2.0,3.0
Norte,Web,Billetera digital,94.71,5.0,4.0
Oriente,Web,Contra entrega,151.34,3.0,5.0
Lima,Web,Billetera digital,126.81,1.0,4.0
Sur,Web,Tarjeta,152.3,5.0,3.0
Sur,Web,Tarjeta,191.99,2.0,3.0
Lima,Web,Tarjeta,302.67,1.0,5.0
Sur,App,Contra entrega,139.69,3.0,4.0
Norte,App,Billetera digital,196.61,4.0,4.0
Lima,Web,Tarjeta,283.81,2.0,5.0
Oriente,App,Contra entrega,111.77,4.0,3.0
Norte,App,Tarjeta,215.24,3.0,3.0
Lima,Web,Tarjeta,280.78,3.0,4.0
Sur,Web,Billetera digital,293.18,5.0,4.0
Norte,Web,Contra entrega,43.79,2.0,5.0
Sur,Web,Tarjeta,61.76,4.0,5.0
Centro,App,Billetera digital,50.92,4.0,5.0
Oriente,Web,Billetera digital,97.82,3.0,5.0
Lima,Web,Billetera digital,141.99,3.0,4.0
Norte,Web,Tarjeta,169.47,2.0,5.0
Lima,Web,Billetera digital,273.64,2.0,5.0
Norte,Web,Tarjeta,191.88,1.0,4.0
Lima,App,Tarjeta,84.36,2.0,4.0
Lima,Web,Tarjeta,47.05,2.0,4.0
Centro,App,Billetera digital,99.79,3.0,4.0
Sur,Web,Billetera digital,88.01,3.0,3.0
Lima,App,Tarjeta,233.22,3.0,4.0
Sur,Web,Billetera digital,202.0,3.0,4.0
Norte,App,Contra entrega,76.15,4.0,5.0
Centro,Web,Billetera digital,163.2,2.0,4.0
Lima,Web,Billetera digital,147.07,1.0,5.0
Lima,App,Tarjeta,156.76,1.0,5.0
Lima,App,Billetera digital,78.6,1.0,4.0
Lima,App,Billetera digital,105.16,3.0,5.0
Lima,App,Tarjeta,192.98,1.0,5.0
Norte,Web,Billetera digital,109.67,3.0,4.0
Lima,Web,Billetera digital,288.96,2.0,3.0
Lima,App,Tarjeta,671.22,2.0,4.0
Lima,Web,Tarjeta,150.0,2.0,4.0
Norte,Web,Contra entrega,254.51,2.0,5.0
Norte,Web,Tarjeta,114.9,3.0,4.0
Lima,Web,Billetera digital,193.07,1.0,5.0
Lima,Web,Billetera digital,75.74,2.0,4.0
Sur,Web,Tarjeta,106.85,3.0,5.0
Sur,Web,Billetera digital,190.33,4.0,4.0
Lima,Web,Contra entrega,374.01,2.0,5.0
Sur,Web,Tarjeta,67.52,4.0,4.0
Oriente,App,Contra entrega,116.61,5.0,4.0
Sur,Web,Tarjeta,78.48,8.0,2.0
Centro,Web,Billetera digital,67.79,2.0,5.0
Oriente,App,Contra entrega,98.79,9.0,3.0
Norte,Web,Tarjeta,148.85,2.0,4.0
Oriente,App,Contra entrega,170.13,7.0,3.0
Lima,Web,Billetera digital,137.47,1.0,4.0
Norte,App,Billetera digital,187.49,5.0,4.0
Norte,App,Contra entrega,107.03,4.0,5.0
Norte,App,Billetera digital,333.43,2.0,5.0
Lima,App,Tarjeta,181.72,2.0,5.0
Oriente,App,Tarjeta,106.9,5.0,3.0
Lima,Web,Tarjeta,255.17,1.0,4.0
Lima,Web,Contra entrega,113.12,1.0,3.0
Sur,App,Tarjeta,60.89,4.0,4.0
Centro,Web,Contra entrega,66.43,2.0,5.0
Lima,Web,Billetera digital,58.67,1.0,4.0
Norte,Web,Contra entrega,122.86,3.0,5.0
Sur,App,Billetera digital,167.28,7.0,5.0
Oriente,Web,Billetera digital,260.6,4.0,3.0
Lima,Web,Billetera digital,131.19,2.0,4.0
Sur,App,Contra entrega,61.92,2.0,5.0
Norte,Web,Tarjeta,346.3,3.0,4.0
Centro,Web,Contra entrega,210.02,4.0,3.0
Norte,App,Billetera digital,107.14,3.0,5.0
Lima,Web,Tarjeta,144.83,2.0,3.0
Oriente,Web,Tarjeta,54.19,3.0,4.0
Oriente,Web,Billetera digital,363.6,4.0,5.0
Lima,Web,Billetera digital,37.06,2.0,5.0
Lima,App,Billetera digital,324.4,2.0,5.0
Lima,App,Tarjeta,97.8,4.0,4.0
Norte,Web,Billetera digital,100.88,5.0,2.0
Lima,App,Billetera digital,45.48,1.0,5.0
Centro,App,Tarjeta,139.69,2.0,4.0
Lima,Web,Billetera digital,340.93,1.0,4.0
Sur,App,Billetera digital,100.51,3.0,4.0
Norte,App,Billetera digital,69.56,3.0,3.0
Oriente,App,Billetera digital,126.59,3.0,4.0
Centro,App,Tarjeta,207.57,2.0,4.0
Sur,Web,Tarjeta,191.87,6.0,4.0
Lima,Web,Tarjeta,61.36,1.0,4.0
Lima,Web,Billetera digital,204.78,2.0,3.0
Sur,App,Billetera digital,219.95,4.0,5.0
Lima,Web,Billetera digital,139.54,1.0,5.0
Lima,Web,Tarjeta,231.65,1.0,5.0
Lima,Web,Contra entrega,259.08,1.0,5.0
Sur,App,Tarjeta,94.68,5.0,4.0
Lima,App,Tarjeta,85.69,1.0,4.0
Norte,Web,Billetera digital,217.49,2.0,5.0
Lima,App,Tarjeta,171.06,3.0,2.0
Lima,App,Tarjeta,107.03,2.0,4.0
Sur,App,Contra entrega,132.94,3.0,
Sur,Web,Billetera digital,105.19,3.0,3.0
Centro,Web,Contra entrega,77.4,5.0,4.0
Sur,Web,Tarjeta,85.42,4.0,3.0
Centro,App,Billetera digital,147.4,10.0,3.0
Sur,App,Billetera digital,47.3,4.0,4.0
Lima,App,Tarjeta,161.52,2.0,4.0
Norte,App,Tarjeta,92.58,6.0,3.0
Sur,App,Tarjeta,108.27,4.0,5.0
Sur,Web,Billetera digital,65.26,2.0,2.0
Lima,Web,Tarjeta,74.59,1.0,3.0
Sur,Web,Billetera digital,189.49,2.0,4.0
Oriente,Web,Tarjeta,127.46,5.0,3.0
Norte,Web,Contra entrega,165.11,4.0,4.0
Sur,Web,Contra entrega,68.63,6.0,3.0
Lima,Web,Billetera digital,146.49,1.0,5.0
Lima,App,Billetera digital,106.23,4.0,5.0
Centro,App,Tarjeta,207.25,9.0,3.0
Lima,Web,Billetera digital,147.17,2.0,3.0
Norte,Web,Tarjeta,152.12,4.0,4.0
Lima,App,Tarjeta,83.85,3.0,5.0
Norte,Web,Billetera digital,43.78,3.0,4.0
Norte,App,Billetera digital,78.47,5.0,2.0
Norte,Web,Tarjeta,75.47,3.0,4.0
Lima,Web,Tarjeta,152.12,4.0,3.0
Norte,App,Billetera digital,66.39,3.0,5.0
Lima,App,Tarjeta,110.5,5.0,4.0
Centro,Web,Contra entrega,91.07,2.0,4.0
Lima,Web,Tarjeta,347.46,2.0,3.0
Lima,Web,Tarjeta,160.47,2.0,4.0
Norte,Web,Tarjeta,252.05,2.0,5.0
Sur,Web,Billetera digital,171.05,3.0,4.0
Norte,Web,Tarjeta,134.38,4.0,2.0
Sur,Web,Tarjeta,78.75,5.0,
Lima,Web,Billetera digital,132.59,2.0,5.0
Oriente,Web,Contra entrega,102.91,5.0,5.0
Lima,Web,Tarjeta,148.9,1.0,4.0
Norte,Web,Billetera digital,72.57,1.0,5.0
Sur,Web,Billetera digital,52.22,4.0,4.0
Norte,Web,Contra entrega,181.05,3.0,5.0
Lima,Web,Tarjeta,134.58,1.0,5.0
Centro,Web,Tarjeta,56.11,2.0,3.0
